Feature ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
14ad51609a47a29b7ead85c19ac5043b,Bacteria,Proteobacteria,,,,,
123e0d4426607ca1183d18f7099ccd57,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,,,
6a51e722d36cbebeaad4d3dd5794e291,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
157f4572f134f8e9811f450cda8e9f90,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
ec2b5974e84704787b31a473a87afc17,Archaea,Euryarchaeota,Thermoplasmata,E2,[Methanomassiliicoccaceae],,
307b4a69d1954cbaa60a49cc99995681,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
0d63ce864e300eb0ae9b5ab0c4d677be,Bacteria,,,,,,
6a7c82543e5b025a2498a8b27d0474e5,Bacteria,TM7,TM7-1,,,,
696bf0a27d626a78f29c676f97ff8b68,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,,,
8d1dd222f19ae53014133f3d67f5d639,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
74a3336a71478d56731d9e8df69811ef,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidocella,
7fcf6c46bff45a09767c3d889ff50e9c,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
cba58f10b06da13231cd0cd8a6a04e10,Bacteria,WPS-2,,,,,
eb69560b93abc2eb0d18f4a0ee9c19c0,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
661612ae4d362943348181e8abd6625c,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
4dee34fe9b53862883b71ddf7c56db1c,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
6f650d13307031167ef7f936932b4092,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinoallomurus,iriomotensis
b75b33373e2f71ec4504f2cccb666ef5,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
cccef37eaa361aa08bb173aea2e147d9,Bacteria,Acidobacteria,DA052,Ellin6513,,,
82dc198b93755695f47341319f0d9201,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
4b93b63a7843373bbc8ba9bd1a21c94d,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
be2c1a33965ac0926840693734ea9882,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
13fe01af54def7c52879b9377365846d,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
50e80ee09341e67b599f17a63948b7b7,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,,
5cdadbe2e6653078ecf92235a8911877,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
a64510a0e1376f34bea0ac06ecd93599,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
66e1ebcd97eb3781d97c75025cf67fd3,Bacteria,Acidobacteria,DA052,Ellin6513,,,
faf0ad79869913b84176b2bc9c4beebd,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,,,
d6b5caef3a8d90769806c0e6476780fc,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,
79663785a0398f614d794a1c853c3f3b,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,,
203039afd927dab6c4146f944e1abb9e,Bacteria,Verrucomicrobia,[Methylacidiphilae],Methylacidiphilales,,,
d2ff4560d9689cb726a07c77ea8fd08b,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,
e9525a57c14c1d6827558a7e7c8ec921,Bacteria,,,,,,
a3a94430b80b82cabc54e1d6381c7ae3,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,,,
549e1fcee89668ab5ce9ccc05604c387,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium,
e2bec0af14fe730ac31ce794ca6a4486,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
612cedb0d4c4e4e9721064a41461d575,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
888d1dcd190668d76f17a25b8871b951,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
bbd009884e462e03e10eae24f3912711,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
b652155a830ee1c2460e36b501d61b35,Bacteria,Verrucomicrobia,Verruco-5,WCHB1-41,WCHB1-25,,
05ba15a6ac9c358652df1f681cf572d9,Bacteria,Tenericutes,Mollicutes,RF39,,,
277e8546129e0b69f00050fbe8a0349b,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,
b7b76422ee8c3bcf13156e70aaa7977c,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Chthoniobacter,
0ecaffe0540b1a386af88c4381df5c0d,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
d936b9ff13f327323e566bca1a33ecef,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
d6e24db41f39bb554ae5db29604600ad,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
c2a1756b7f794e661729e8c6eb986b33,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
e56d3fbe1e1839741afb8bb5d9c2fcc5,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
50c80b257edfad7159a48f36736dad0d,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,,
b4d0027079a0609bb33107a3daca83ba,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,
06699d72cfb085f6ea02d78ba047cefa,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,,,
82f73f3c5ff6e4a76b9ff26c91ac4d7d,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
f31e44d8414c47e63e13cff3b4a954f1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,
318fd9107a6f97618dfd9700f707ff19,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
f2bddbe1fe0ef53cf137c24681aea279,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,
5a8000c309c437f180aa59a28248d783,Bacteria,Proteobacteria,Betaproteobacteria,,,,
1f6b321d98733e96819bf54b344b073e,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
e25514c8f9b5a6b01374b7b5cf1ea4c1,Bacteria,Proteobacteria,Betaproteobacteria,,,,
b864380201ea18932a4dce74d2288ed6,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,
4a60a3dd32b8a35b8e53907b642d9720,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
4ab6e28e854a08a71bb4bb2af7eb80e8,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
8a2a9de52c1d5ee020609ddd73c093ba,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
5805ecd15b5a90e5dded6c0ebb55538c,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
78f1e7d1aa25ff99380d8caa94a494f0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
b6062b61b404330f3032c62e992cce65,Bacteria,Proteobacteria,Betaproteobacteria,,,,
27edc0594fb88de80c00861bf8ef1c12,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
453325362e33cbc587239a986e34374f,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
dd183af124259425b889b4e98e3c9b6d,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
daa0daa893667485e3b223f17a9f7aa2,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
5482fc8f125abb22e111c95373b4072a,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
5feb0ff787110ee4af2aaac0205a54e4,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
cb7a38422d79118f0fb8392237e0b542,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
88f99e8d9efa75502d9bc0fc066bd5bc,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
77e640d230805752f914783737316d78,Bacteria,Acidobacteria,DA052,Ellin6513,,,
8aa468f58e0c6cf6c00fc00f14473cac,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
f774999140d435e3c5156ddfbe1f7413,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
6e1b0ab1bc215890c1353d1b8210a09d,Bacteria,Acidobacteria,DA052,Ellin6513,,,
20e388df62040dd60da5aa91be94efc9,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,,
88f543ed6361555a4f2078f954a7002d,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,
14b9308b344eca8d9867201b93cf04c8,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
dfffda776cf76bd86331334fc5442ab1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
3bdd09e0d1d9f7bc61c610424498febc,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,
248dcfc1ad7776d194439ca256791f95,Bacteria,Spirochaetes,Spirochaetes,[Borreliales],[Borreliaceae],Borrelia,
249ba1e19c418907985faa033e8500f7,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
3903d0b77ae2d305a3dafe5e3e116a41,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
39d9ea338ae946bddc3695e222de70f8,Bacteria,Armatimonadetes,[Fimbriimonadia],[Fimbriimonadales],[Fimbriimonadaceae],Fimbriimonas,
6a80bcf91526cb4b74bbf75cbd6ef1cd,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
482df856eeb05abca4ef48d1e43859bb,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,,
3cfcb856f324098e6919404100e1ce5f,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
c41a298d93e92507dfc94d7f57ab04de,Bacteria,Proteobacteria,Betaproteobacteria,Ellin6067,,,
9af9390794ce40203ccbc41e4e6e0313,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisoma,
09d11d28398f88a623ddb83043a60e07,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
c502a73a8ec9261092c8f910477c02d3,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,,
f1fd31b30c5dcec2a7dd3f17785fc6d3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
7e7aca68d9db09ff391492e21d46c1df,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
fe10543ee6dad783524fb3f0521a361d,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
2c43e5c51a823604dac0e847042bbe73,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],auto67_4W,,
870262dfabcf1e0909b2339e3cb0775d,Bacteria,Acidobacteria,DA052,Ellin6513,,,
e43f69a38ccb5ad8bb682ed668602e00,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
5145a1dad2470b4acb5a4b4d8ce099cf,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
f67ad92693c7d8b2d1b3d13899fd983e,Archaea,Euryarchaeota,Thermoplasmata,E2,[Methanomassiliicoccaceae],,
36eba006e271ae87fd4f07f790a2dd94,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
ed4b920a2afac9f30503f905e605fe6a,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
02391f147fa78c921ec2712eab0e282e,Bacteria,Gemmatimonadetes,Gemmatimonadetes,N1423WL,,,
3d633f75e43345abec9c89e6101a106e,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
4d5ef5bfcd66b1cfa0bcb31335da3869,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
b47b524e981aee8efa272aa23531d9f3,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,,,
092a1e06d547999a906e5d843b2d57e7,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
4145f49ada951f11b6ef40891b03463a,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,,,
80ea4e1cccf748957cd2b1948406b1a4,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,,
679e14a99146cb3c36e84c6ea3e337b5,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,indistinctus
0f74d4e32698b2f3e06ee867ff481b0f,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,,
74f005cc4a21377acefb3272f6cf4623,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,
a838877518951ec550fde4a4f245bdba,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,minutum
df4841660e591952a8d9a6511c93d7c2,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,minutum
56d9e6dcb8517189f157333be47a5d73,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,,,
2f1ce5258c1dced90a338a40ac8d8ce0,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,
3a4d6c940e9905d594500527ed77c4ac,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,A17,
37c136615db29649633a227fa8819180,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
98bb2c777a3df8a299a290ffd280bae5,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
dd0aa276aa5427aa47342b0b11ad6431,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
bc3e1fb8ff0506caae69ece9c1d41701,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
9325c4dbb08ee3ceed9ce1d55a6187ec,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
1efe7acf66c208fe9895d472aef47ff4,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,,,
97a7f222a2cc5f7fb936c43e734b5777,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
f1947698ed58076697dafe7e04d416c9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
7538215d6fc1b0db0f859545d322d4be,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
e7e16187878ec098c3abbfb6f315bb7a,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
9999981397d3cd159bb3ff14e476e9c6,Bacteria,Acidobacteria,DA052,Ellin6513,,,
c98f96a2904b768731fbc874b302ca87,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
534491d4ff5572881a1f55e2e80ab1ff,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
2f3ad6111e70f35130ae5c0404c4c4a6,Bacteria,Acidobacteria,DA052,Ellin6513,,,
23fef89a651ebdb4100d6a15d1cea109,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,
f3d3aad0ec1506025b7e4b53b98d1a68,Archaea,Crenarchaeota,MBGA,NRP-J,,,
aae70efac89522cd08a965e2f3f8801e,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
4e8f90fedd55918cadad29309b877f30,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
34ab4934bb269566e296e7e356a89dac,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
bfface468b5b372a5a76c1c6abf98f78,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
6281d7827a063b96c32a97af82386b82,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
dc6618fd40d1c16013ab364b68ee3ef5,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
30968c6fd09e432c076e90740086d5aa,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
b71a380fc9cd0fcd197e1f24546dc849,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,
c221f5bd3d7c6b42ccf39157f27f4d08,Bacteria,Proteobacteria,Betaproteobacteria,,,,
1147ed74bfbd1d3c9414b6ada2bb76c9,Bacteria,WPS-2,,,,,
bcad665b67c64758b8c2576a5a14ce99,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,,
83a8a6dfbe8ec6b0557ed8f7b79717f4,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,
9ed0db8016a83b7ce26c4f1ba65243c3,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,
2e6650979fa790695a0ad3f27f840c65,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Edaphobacter,
1d9d419724a3ba19f0c19f1b2f8743d6,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
96eb914bb357431890ef9971b168e28e,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
5991d07eb88350ce24ea4043d9e19026,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
06d21972cff246bd3e089b627a560411,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
83a020250fa9447fc4c6eae76ef8b3dc,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,,
bf4b1f7fea326729401dd6d759e71fbd,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
3df369326610e2b1d09fea4c5c1bd21c,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
771044ffa6d592b8f5bb3fbaa6fc2d18,Bacteria,,,,,,
cedec7af1f66fe424844040bc791e0c8,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
194e365d498782ec04d5f3286f7f0c0a,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,,
afbd576e737cebed616d4fe00b89d2d7,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,,
26146722afce744d9aec166e3bc20cb7,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
343fc98b8165f3370da8ac29193c0059,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
0b79d6bc16a35cc717bb5596b56b02da,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
3fcfe36ad281b523c2a5b9793512f5ad,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,
3756d5b9146ce78ccdcf05dd0f375274,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,
88c0a6f5211b0ad4b80c02a244ae5ff1,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,,,
9fadcc082623e62c4087407b6a39925e,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
9e5b670d2ee24202b63649e73a87eceb,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
b7ff4c23cc82616f3139fcd795b64dee,Bacteria,Proteobacteria,TA18,CV90,,,
d790ff1b0d334f9f9dcd0abfa87781a0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
a7edb0ac157740866db4fbbbcb28a1cb,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
717c8965b2da37503d03c8e9a57a5075,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
d5c1e51b14ac6ea14f3319b28ebc4a21,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
7bac224499640d2e1f6caa24d5f0c08c,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
4ca4190d566b8fdff243a98ed430c44c,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
d82d435755edc5cfbe8cda6de6f87a30,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
d89962443d451dde73f933edc9559d8e,Bacteria,Verrucomicrobia,Verruco-5,LD1-PB3,,,
e011eba22da499ff251e9f231a91a6b0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
d31d4703401cc1510a3246aa4bd4716d,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
1191ffb776bb587741807349353444f3,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],[Pedosphaeraceae],Pedosphaera,
c1d7baa74669328d225b760ac3127a42,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,
11ecd6b28ed15f01307f2345c8ef1c24,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
49230f4e0e3332700a602e58dd9fb915,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,,
528a640006990f720a8d19be48ecf8df,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
75a7e3d8ae1519bb3468a3621e65e60f,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,
b83e5172c541effa181a939c82176d7a,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,bryophila
8c7e2b7d86b08f7067378a7b5cc12e26,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,
b254cb30403fdc156c5f5af272a5bdf9,Bacteria,Proteobacteria,Deltaproteobacteria,FAC87,,,
d3c211a87ff91ab2125f47f7ffa09e54,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
481d06066e47ad8f244c740197c32cad,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
b14624b16011dae51c4a8a6932f22ad2,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,
6d76267b1a5633d7cbbf2f895115fd1a,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
cb5fb5313506254664c4a7f44d94a5be,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
66b78a89c536280e49cdc074ca713a31,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
3e064fa37cb2d6b469a092c677c47698,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
2122045bbc75d8b2455ac45665cfbb2e,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
11066ef26521bdd83d25596a43480343,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,A17,
af1389569c7ea349ea5a8275cc563ac8,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
e7af38d7de30f94b298ac00f399f94f7,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,,
1329449037eaf65e229e70a1e7f550b2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
7c4a3f60fa55ffa08b60255fd4a25ada,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
398ce394474263a5cd53c5b982ec3f69,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
0cc6df347d5fc8c8dec0c39ad7e9cba9,Bacteria,,,,,,
3a5b92264422e3e1b1d50889de19f88b,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,,,
e786e57f5cb33cb4910bdbd504505157,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
2fe67010691c7c20c123a4d20c95896c,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,,,
67464ebb8af9c1c66525c8a6b77bacc5,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],auto67_4W,,
df852940bdd619bbb7ca7ff4922d1bfc,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,,,
cec0c416484a66f0f9459d672c4a6935,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,,,
30f739ef6107465111df08b117c97e56,Bacteria,Proteobacteria,Deltaproteobacteria,FAC87,,,
29abc215be60b9e2f2fb5efb9cc5153b,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,
bf4ebe7fe80419c2c8a001cd9e0d889d,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],auto67_4W,,
bc2f66ff67332f240993d3892eea1951,Bacteria,WPS-2,,,,,
251294d35e80ba15e7d19e929149ff0c,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
8587dcf68a8f084ec2a8a95504d5b45a,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,,
5b41353bec739804bf0e7b1203774f1c,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
d514652c7d2d74be389011a70536e7ac,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,
772de9898532339421bc5e8a61429685,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
84a31c784101c39b800c5366dd0069a8,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
31ed481bae7ab9198030301906179897,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
8765513f78b6fef73548495e9b59e4ea,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Reyranella,massiliensis
0b19dc1b8b38ba68f6e0cca2dd21520b,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Dyella,
9433c1a9ba889c27710cf2ce141ca64f,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,
84fd0eea4838000e8f22b8fb66c0f18d,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
650fd614a2106d3f6911f2ee09887c41,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
fc975bb84e8d20545f5786d14bcdda0d,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,,
aeb9c90596ba5d7d0fa674ca4a2ae50a,Bacteria,,,,,,
aea4683482375abf21c81c7b2834acd4,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
